語言	條目	字元數	發現路徑
en	The Once and Future King	9640	Category:Witchcraft > Fiction about witchcraft > Modern Arthurian fiction
en	The Dragon of the North	9637	Category:Witchcraft > Fiction about witchcraft > Witchcraft in fairy tales
de	Marussja Tschuraj	9636	Kategorie:Sagengestalt > Slawische Sagengestalt
es	Lucien Greaves	9636	Categoría:Brujería > Satanismo > El Templo Satánico
ja	幸徳井家	9636	Category:呪術 > 陰陽道
en	Witch trials in Latvia and Estonia	9634	Category:Witch trials > Witch trials in Europe
ko	이익수 (1682년)	9630	분류:무속 > 음양가
en	Witch window	9629	Category:Witchcraft > American witchcraft
fr	Mages et Sorciers : Les Contes d'Arcadia	9619	Catégorie:Sorcellerie > Magicien ou sorcier de légende > Merlin
en	The Secret Village	9612	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
es	Caza de brujas en Tarrasa	9609	Categoría:Brujería > Procesos por brujería > Juicios por brujería en España
en	Christoph Haizmann	9606	Category:Witchcraft > Witchcraft in folklore and mythology > Deal with the Devil
en	Cat-sìth	9605	Category:Witchcraft > Witchcraft in folklore and mythology
es	Geillis Duncan	9601	Categoría:Brujería > Procesos por brujería > Ejecutados por brujería
ja	奥さまは魔女 (映画)	9596	Category:魔女 > 魔女を題材とした作品 > 魔女を題材とした映画作品
en	Impire	9592	Category:European witchcraft > Imps
en	The Frog Prince (1971 film)	9591	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
en	Witches' Flight	9591	Category:Witchcraft > Witches > Witches in art
ja	魔法様	9590	Category:日本の妖怪 > 化け狸
de	Annecke Lange	9589	Kategorie:Hexenverfolgung > Opfer der Hexenverfolgung
en	Dorothy Good	9589	Category:Witch trials > People accused of witchcraft > People accused in the Salem witch trials
de	Fu Xi	9572	Kategorie:Sagengestalt > Chinesische Sagengestalt > Urkaiser Chinas
de	Mette Deppe	9563	Kategorie:Hexenverfolgung > Opfer der Hexenverfolgung
es	Casa de los lamentos (Guanajuato)	9556	Categoría:Brujería > Satanismo > Delitos relacionados con el satanismo u ocultismo
zh	黄式苏	9553	Category:中國民間信仰 > 中国人物神
zh	张世杰	9548	Category:中國民間信仰 > 中国人物神
de	Johann Fischart	9544	Kategorie:Hexenverfolgung > Täter der Hexenverfolgung > Hexentheoretiker
it	Barong (mitologia)	9543	Categoria:Stregoneria
de	Salem Possessed: The Social Origins of Witchcraft	9539	Kategorie:Hexenverfolgung
ja	軍隊狸	9538	Category:日本の妖怪 > 化け狸
ja	芝右衛門狸	9536	Category:日本の妖怪 > 化け狸
en	Goody Bassett	9534	Category:People executed for witchcraft > American people executed for witchcraft
it	Regina (Biancaneve)	9534	Categoria:Stregoneria > Streghe nelle opere di fantasia
en	Cambridge Association	9521	Category:Witch trials > Witch trials in North America > Salem witch trials
en	Magic word	9519	Category:Witchcraft > Incantation > Magic words
fr	Pan Twardowski	9513	Catégorie:Sorcellerie > Sorcellerie dans l'art et la culture > Magicien ou sorcier de fiction
de	Ōnamazu	9512	Kategorie:Sagengestalt > Fabelwesen
de	Bilwis	9503	Kategorie:Hexerei > Hexe
en	The Cosmic Wheel Sisterhood	9499	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
en	Spellcasting 101: Sorcerers Get All the Girls	9493	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
zh	何氏九仙	9489	Category:中國民間信仰 > 中国人物神
de	Das blaue Licht	9483	Kategorie:Hexenverfolgung > Hexenverfolgung in der Kultur
en	The House That Would Not Die	9481	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
es	Drarry	9481	Categoría:Brujería > Brujería en la ficción > Harry Potter
de	Das Feuerzeug	9476	Kategorie:Hexenverfolgung > Hexenverfolgung in der Kultur
en	Empress Meng	9473	Category:Witchcraft > Witchcraft by country > Witchcraft in China
en	Jane Wenham (alleged witch)	9470	Category:Witch trials > People accused of witchcraft > People convicted of witchcraft
zh	中國秘密宗教	9464	Category:中國民間信仰
de	Susanne Weber	9459	Kategorie:Hexenverfolgung > Opfer der Hexenverfolgung
es	Dios astado	9459	Categoría:Brujería > Wicca
fr	Bibi et Tina : Filles contre garçons	9454	Catégorie:Sorcellerie > Sorcellerie féminine > Film mettant en scène une sorcière
fr	Hartmut Hegeler	9451	Catégorie:Sorcellerie > Étude de la sorcellerie
fr	Bridget Bishop	9451	Catégorie:Sorcellerie > Sorcellerie féminine > Procès des sorcières de Salem
de	Die schöne Wassilissa	9449	Kategorie:Hexerei > Hexerei in der Kultur > Hexerei im Film
en	Edel Blume	9449	Category:Witchcraft > Fiction about witchcraft > Witch hunting in fiction
es	Destripadores de Chicago	9444	Categoría:Brujería > Satanismo > Delitos relacionados con el satanismo u ocultismo
de	Bibi & Tina: Voll verhext!	9442	Kategorie:Hexerei > Hexerei in der Kultur > Hexerei im Film
es	Marguerite Tiste	9437	Categoría:Brujería > Brujas (brujería)
ja	人面瘡	9434	Category:日本の妖怪
de	Sava Savanović	9433	Kategorie:Sagengestalt > Fabelwesen > Untoter
en	Emma Wilby	9429	Category:Witchcraft > Historians of witchcraft
en	Watchtower (magic)	9428	Category:Witchcraft > Modern witchcraft > Neopagan witchcraft
en	Mahōtsukai Chappy	9427	Category:Witchcraft > Fiction about witchcraft > Anime and manga about witchcraft
de	Petronella Apfelmus	9425	Kategorie:Hexerei > Hexerei in der Kultur
en	Sidonie of Saxony	9423	Category:Witch trials > People accused of witchcraft > People acquitted of witchcraft
en	The Incantation	9419	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
zh	仓颉	9415	Category:中國民間信仰 > 中国人物神
it	Stallo (folclore)	9412	Categoria:Stregoneria > Stregoni immaginari
es	Berthe de Courrière	9411	Categoría:Brujería > Satanismo
it	Grimorio	9410	Categoria:Stregoneria
en	Witching hour	9407	Category:Witchcraft > Witchcraft in folklore and mythology
en	The Wizard of the Emerald City	9405	Category:Witchcraft > Fiction about witchcraft > Witchcraft in written fiction
fr	Duel au couteau	9405	Catégorie:Sorcellerie > Sorcellerie féminine > Film mettant en scène une sorcière
sv	Häxprocessen i Würzburg	9405	Kategori:Häxprocesser > Häxprocesser i Europa > Häxprocesser i Tyskland
en	Code of Ordinances of the Àneu Valleys	9398	Category:Witchcraft > Witchcraft in folklore and mythology
en	Sefer HaRazim	9398	Category:Witchcraft > Grimoires > Jewish grimoires
en	Juju	9396	Category:Witchcraft > African witchcraft
fr	The Bondsman	9396	Catégorie:Sorcellerie > Sorcellerie dans l'art et la culture > Diable dans la fiction
de	Notburga von Hochhausen	9388	Kategorie:Sagengestalt > Deutsche Sagengestalt
en	Vade retro satana	9387	Category:Witchcraft > Incantation
es	Anexo:Personajes de la Saga del Brujo	9383	Categoría:Brujería > Brujos ficticios
de	Roggenwolf	9379	Kategorie:Sagengestalt > Deutsche Sagengestalt
en	Taboo on the dead	9376	Category:Witchcraft > Curses > Taboo
en	Daily Report About My Witch Senpai	9373	Category:Witchcraft > Fiction about witchcraft > Anime and manga about witchcraft
ja	他戸親王	9364	Category:陰陽道 > 日本の神 (人物神 御霊信仰)
es	Petronilla de Meath	9362	Categoría:Brujería > Procesos por brujería > Ejecutados por brujería
en	Witchriv	9355	Category:Witchcraft > Fiction about witchcraft > Anime and manga about witchcraft
es	Maldición de la higuera	9344	Categoría:Brujería > Maldiciones
ja	邪視	9343	Category:呪術
en	Witchy	9341	Category:Witchcraft > Fiction about witchcraft
sv	Lok Anna	9338	Kategori:Häxprocesser > Personer som blivit avrättade för häxeri > Personer som blivit avrättade för häxeri i Sverige
en	Ghoulies (film series)	9334	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
es	Curva del diablo (Bolivia)	9333	Categoría:Brujería > Satanismo
es	Øystein Aarseth	9333	Categoría:Brujería > Satanismo > Delitos relacionados con el satanismo u ocultismo
ja	フォー・ルームス	9330	Category:魔女 > 魔女を題材とした作品 > 魔女を題材とした映画作品
ja	豊田貢	9317	Category:陰陽道 > 陰陽師
de	Nisse	9316	Kategorie:Sagengestalt > Fabelwesen
en	Twitches Too	9312	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
fr	Mary Eastey	9310	Catégorie:Sorcellerie > Sorcellerie féminine > Procès des sorcières de Salem
es	Catherine Cadière	9305	Categoría:Brujería > Brujería por país > Brujería en Francia
it	Mago Shazam	9296	Categoria:Stregoneria > Stregoni immaginari
en	Stentoften Runestone	9291	Category:Witchcraft > Curses > Runestones with curses
de	Teutates	9287	Kategorie:Sagengestalt > Keltische Sagengestalt > Keltische Gottheit
de	Feuer, Wasser und Posaunen	9284	Kategorie:Hexerei > Hexerei in der Kultur > Hexerei im Film
en	Margaret Barclay	9284	Category:Witch trials > Witch trials in Europe > Witch trials in Scotland
fr	Bibi et Tina, le film	9277	Catégorie:Sorcellerie > Sorcellerie féminine > Film mettant en scène une sorcière
fr	Estratto dagli archivi segreti della polizia di una capitale europea	9271	Catégorie:Sorcellerie > Sorcellerie féminine > Film mettant en scène une sorcière
en	The Great Movement	9270	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
de	Justus Oldekop	9268	Kategorie:Hexenverfolgung > Gegner der Hexenverfolgung
en	Witch Hunt (song)	9268	Category:Witchcraft > Fiction about witchcraft > Songs about witches
de	Abelke Bleken	9266	Kategorie:Hexenverfolgung > Opfer der Hexenverfolgung
de	Elisabeth Dabers	9264	Kategorie:Hexenverfolgung > Opfer der Hexenverfolgung
de	Wilhelm (Baden-Baden)	9260	Kategorie:Hexenverfolgung > Täter der Hexenverfolgung
it	Tara Maclay	9256	Categoria:Stregoneria > Streghe nelle opere di fantasia
en	Frog Detective 2: The Case of the Invisible Wizard	9254	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
en	The Polar Bear King	9250	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
es	Movimiento de la Diosa	9248	Categoría:Brujería > Wicca
it	Strega Nocciola	9244	Categoria:Stregoneria > Streghe nelle opere di fantasia
de	Amaro (Heiliger)	9242	Kategorie:Sagengestalt > Keltische Sagengestalt
de	Hexenprozesse in Triesen	9240	Kategorie:Hexenverfolgung > Hexenverfolgung nach räumlicher Zuordnung
en	Arcus Odyssey	9238	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
ko	태백산 천제단	9237	분류:무속 > 무속 건축물
en	Ann Hibbins	9235	Category:People executed for witchcraft > American people executed for witchcraft
en	Grigori Rasputin (Hellboy)	9231	Category:Witchcraft > Fiction about witchcraft > Witchcraft in written fiction
de	Ku (Kaiser)	9228	Kategorie:Sagengestalt > Chinesische Sagengestalt > Urkaiser Chinas
en	Cotton (series)	9224	Category:Witchcraft > Fiction about witchcraft > Cotton (series)
de	Buttnmandllauf	9221	Kategorie:Sagengestalt
ja	モイラ (ギリシア神話)	9219	Category:魔女 > 山姥やハッグ
ja	赤毛のアン子	9216	Category:魔女 > 魔女を題材とした作品 > 魔女を題材としたテレビドラマ
ja	カシャンボ	9213	Category:日本の妖怪 > 河童
es	Madre Shipton	9205	Categoría:Brujería > Brujería por país > Brujería en el Reino Unido
en	Shikigami no Shiro	9201	Category:Witchcraft > Fiction about witchcraft > Video games about witchcraft
en	For Loss or Theft of Cattle	9198	Category:Witchcraft > Incantation > Anglo-Saxon metrical charms
ja	安倍有世	9191	Category:陰陽道 > 陰陽師
de	Caliban und die Hexe	9184	Kategorie:Hexenverfolgung > Sachliteratur (Hexenverfolgung)
de	Franz Volk	9179	Kategorie:Hexenverfolgung > Sachliteratur (Hexenverfolgung)
de	Johann Moritz Schwager	9172	Kategorie:Hexenverfolgung > Gegner der Hexenverfolgung
de	Kramer (Comic)	9162	Kategorie:Hexenverfolgung > Hexenverfolgung in der Kultur > Hexenverfolgung in der Literatur
de	Der Hirsch mit dem goldenen Geweih	9157	Kategorie:Hexerei > Hexerei in der Kultur > Hexerei im Film
it	Kinetix	9151	Categoria:Stregoneria > Streghe nelle opere di fantasia
de	Johann Georg Gödelmann	9150	Kategorie:Hexenverfolgung > Gegner der Hexenverfolgung
en	Justine C. Glass	9150	Category:Witchcraft > Historians of witchcraft
ja	おとろし	9148	Category:日本の妖怪 > 妖怪絵巻の妖怪
en	Margaret Jones (Puritan midwife)	9143	Category:People executed for witchcraft > American people executed for witchcraft
en	Boy (dog)	9141	Category:European witchcraft > Familiars
es	A Very Potter Musical	9129	Categoría:Brujería > Brujería en la ficción > Harry Potter
es	Yule	9128	Categoría:Brujería > Wicca > Festividades wiccanas
ja	算置	9128	Category:陰陽道 > 陰陽師
ja	平時子	9123	Category:陰陽道 > 日本の神 (人物神 御霊信仰)
ko	굿	9123	분류:무속 > 무속 용어
en	Panthoibi Naheron	9120	Category:Witchcraft > Incantation
en	Maria Holl	9112	Category:Witch trials > People accused of witchcraft > People acquitted of witchcraft
fr	Pixie (X-Men)	9110	Catégorie:Sorcellerie > Sorcellerie dans l'art et la culture > Magicien ou sorcier de fiction
es	Juicios por brujería de Torsåker	9105	Categoría:Brujería > Brujería por país > Brujería en Suecia
fr	Le Puissant Nein	9102	Catégorie:Sorcellerie > Sorcellerie dans l'art et la culture > Série télévisée sur la sorcellerie
es	Vuelo de brujas	9097	Categoría:Brujería > Brujas en el arte
it	Abra Kadabra	9091	Categoria:Stregoneria > Stregoni immaginari
de	Psychischer Vampir	9089	Kategorie:Sagengestalt > Fabelwesen > Untoter
ja	ヨゲンノトリ	9088	Category:日本の妖怪
fr	Elizabeth Proctor	9081	Catégorie:Sorcellerie > Sorcellerie féminine > Procès des sorcières de Salem
ja	巫	9080	Category:シャーマニズム
zh	神將陣	9067	Category:中國民間信仰 > 福建民間信仰
es	El sillón del Diablo	9066	Categoría:Brujería > Maldiciones
en	Annie Palmer (White Witch of Rose Hall)	9062	Category:Witchcraft > Witchcraft in folklore and mythology > Witches in folklore
en	Witchcraft and Paganism in Australia	9061	Category:Witchcraft > Books about witchcraft
en	José de Moraleda y Montero	9060	Category:Witchcraft > Witchcraft in folklore and mythology
de	Garuda	9058	Kategorie:Sagengestalt > Fabelwesen > Fabelwesen (Heraldik)
es	El aquelarre (1823)	9051	Categoría:Brujería > Brujas en el arte
en	Season of the Witch (song)	9050	Category:Witchcraft > Fiction about witchcraft > Songs about witches
en	Book of Wonders	9049	Category:Witchcraft > Grimoires > Arabic grimoires
en	The Two Brothers	9043	Category:Witchcraft > Fiction about witchcraft > Witchcraft in fairy tales
fr	Liselotte et la Forêt des sorcières	9043	Catégorie:Sorcellerie > Sorcellerie dans l'art et la culture > Sorcellerie dans la bande dessinée
de	Egil (Bogenschütze)	9041	Kategorie:Sagengestalt
en	John Hale (minister)	9034	Category:Witchcraft > Witch hunting > Critics of witch hunting
en	Werehyena	9030	Category:Witchcraft > African witchcraft
sv	Häxprocesserna i Österbotten	9028	Kategori:Häxprocesser > Häxprocesser i Europa > Häxprocesser i Finland
de	Marduk	9026	Kategorie:Sagengestalt > Drachentöter
es	María Soliño	9024	Categoría:Brujería > Procesos por brujería > Juicios por brujería en España
ja	おちゃめな魔女サブリナ	9023	Category:魔女 > 魔女を題材とした作品 > 魔女を題材としたアニメ作品
es	María Manzanares	9022	Categoría:Brujería > Brujería por país > Brujería en España
fr	Jusquiame	9021	Catégorie:Sorcellerie > Plante utilisée en sorcellerie
zh	楊繼盛	9020	Category:中國民間信仰 > 中国人物神
zh	嫦娥	9020	Category:中國民間信仰 > 中国民间信仰神祇
en	El Retorno de Walpurgis	9019	Category:Witchcraft > Fiction about witchcraft > Films about witchcraft
en	Saul og David	9019	Category:Witchcraft > Judaism and witchcraft > Witch of Endor
en	Same-surname marriage	9013	Category:Witchcraft > Curses > Taboo
fr	Pasiphaé	9003	Catégorie:Sorcellerie > Magicien ou sorcier de légende > Magicien de la mythologie grecque
en	Leicester boy	8999	Category:Witch trials > Accusers in witch trials
ja	モーガン・ル・フェイ	8999	Category:魔女
ja	イタコ	8999	Category:シャーマニズム
sv	Kerstin i Lövrie	8998	Kategori:Häxprocesser > Personer som blivit avrättade för häxeri > Personer som blivit avrättade för häxeri i Sverige
de	Ursula Kemp	8993	Kategorie:Hexenverfolgung > Opfer der Hexenverfolgung
es	Joan Wright	8990	Categoría:Brujería > Brujas (brujería) > Personas acusadas de brujería
